ipni_id,accepted_name,genera,number_of_regions,region,lifeform_category ,climate_description,seedbank_conserved,iucn_assessed,redlist_category,threat_pred,threat_prediction_prob
190380-2,Peristeria cochlearis,Peristeria,1,Western South America,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.639675455
908137-1,Peristylus holochila,Peristylus,1,North-Central Pacific,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.905593906
77104379-1,Peristylus sahanii,Peristylus,1,Indian Subcontinent,herbaceous perennial,seasonally dry tropical,No,Yes,Critically Endangered,threatened,0.88184751
908138-1,Peristylus societatis,Peristylus,1,South-Central Pacific,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.774614181
650568-1,Phalaenopsis micholitzii,Phalaenopsis,1,Malesia,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.647638308
60442433-2,Phragmipedium andreettae,Phragmipedium,2,Western South America,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.798424705
77142838-1,Phragmipedium anguloi,Phragmipedium,1,Western South America,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.837060726
320987-2,Phragmipedium christiansenianum,Phragmipedium,1,Brazil,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.831814668
303734-2,Phragmipedium dalessandroi,Phragmipedium,1,Western South America,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.963924451
323397-2,Phragmipedium fischeri,Phragmipedium,2,Western South America,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.793564233
323332-2,Phragmipedium kovachii,Phragmipedium,1,Western South America,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.928794212
77212074-1,Platylepis flaccida,Platylepis,1,Western Indian Ocean,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.857985288
77160129-1,Pleione arunachalensis,Pleione,1,Indian Subcontinent,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.593611141
321788-2,Polycycnis villegasiana,Polycycnis,1,Western South America,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.685761513
654209-1,Polystachya acuminata,Polystachya,1,East Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.862237013
654255-1,Polystachya canaliculata,Polystachya,1,East Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.862237013
77140921-1,Polystachya erica-lanzae,Polystachya,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.670773035
20007992-1,Polystachya kupensis,Polystachya,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.959933304
976619-1,Polystachya lacroixiana,Polystachya,1,West-Central Tropical Africa,epiphyte,seasonally dry tropical,No,Yes,Critically Endangered,threatened,0.889116191
905009-1,Polystachya maculata,Polystachya,2,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.789551109
654486-1,Polystachya porphyrochila,Polystachya,1,East Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.895161228
77080929-1,Polystachya reticulata,Polystachya,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.859742792
654518-1,Polystachya rugosilabia,Polystachya,1,East Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.862237013
654579-1,Polystachya victoriae,Polystachya,5,West Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,not threatened,0.205890493
1014354-1,Prasophyllum bagoense,Prasophyllum,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.755960226
1006462-1,Prasophyllum favonium,Prasophyllum,1,Australia,herbaceous perennial,temperate,No,Yes,Critically Endangered,threatened,0.783992846
77083981-1,Prasophyllum innubum,Prasophyllum,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.75824574
77083982-1,Prasophyllum keltonii,Prasophyllum,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.75824574
77092718-1,Prasophyllum laxum,Prasophyllum,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.659470183
930411-1,Pterichis colombiana,Pterichis,1,Western South America,herbaceous perennial,montane tropical,No,Yes,Critically Endangered,threatened,0.789892598
655346-1,Pterostylis oreophila,Pterostylis,2,Australia,herbaceous perennial,temperate,No,Yes,Critically Endangered,threatened,0.653647302
77092741-1,Pterostylis psammophilus,Pterostylis,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.659840102
77138166-1,Renanthera caloptera,Renanthera,6,Malesia,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,not threatened,0.049121202
20000689-1,Rhipidoglossum orientalis,Rhipidoglossum,1,East Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.854117738
655670-1,Rhizanthella gardneri,Rhizanthella,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.471701177
77176525-1,Rhizanthella johnstonii,Rhizanthella,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.553870545
1014259-1,Rhomboda arunachalensis,Rhomboda,1,Indian Subcontinent,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.707106788
972761-1,Pterostylis cheraphila,Pterostylis,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.852047693
60471019-2,Selenipedium vanillocarpum,Selenipedium,1,Brazil,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.889360074
77205931-1,Spathoglottis arunachalensis,Spathoglottis,1,Indian Subcontinent,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.582970118
77107613-1,Stanhopea tolimensis,Stanhopea,1,Western South America,epiphyte,seasonally dry tropical,No,Yes,Critically Endangered,threatened,0.688693684
659546-1,Taeniophyllum borneense,Taeniophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.441792976
77109848-1,Thelymitra hygrophila,Thelymitra,1,Australia,herbaceous perennial,subtropical,No,Yes,Critically Endangered,threatened,0.669580228
77209465-1,Thrixspermum changlangensis,Thrixspermum,1,Indian Subcontinent,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.581086538
660403-1,Trevoria chloris,Trevoria,1,Western South America,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.609587957
77193041-1,Triceratorhynchus sonkeanus,Triceratorhynchus,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.961565907
660946-1,Tylostigma filiforme,Tylostigma,1,Western Indian Ocean,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.867690307
660948-1,Tylostigma herminioides,Tylostigma,1,Western Indian Ocean,herbaceous perennial,seasonally dry tropical,No,Yes,Critically Endangered,threatened,0.858649628
660950-1,Tylostigma madagascariense,Tylostigma,1,Western Indian Ocean,herbaceous perennial,seasonally dry tropical,No,Yes,Critically Endangered,threatened,0.783231884
661036-1,Vanda lombokensis,Vanda,1,Malesia,epiphyte,seasonally dry tropical,No,Yes,Critically Endangered,threatened,0.719057281
77106514-1,Vanilla cribbiana,Vanilla,3,Mexico,woody perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.844142334
77203319-1,Ypsilopus sarcodanthus,Ypsilopus,1,East Tropical Africa,epiphyte,wet tropical,No,Yes,Critically Endangered,threatened,0.852935069
661615-1,Zeuxine rolfeana,Zeuxine,1,Indo-China,herbaceous perennial,wet tropical,No,Yes,Critically Endangered,threatened,0.781911151
1008443-2,Aa calceata,Aa,2,Western South America,herbaceous perennial,subalpine or subarctic,No,Yes,Data Deficient,not threatened,0.361375318
1093429-2,Aa mandonii,Aa,2,Western South America,herbaceous perennial,subalpine or subarctic,No,Yes,Data Deficient,not threatened,0.361375318
1015992-2,Aa matthewsii,Aa,2,Western South America,herbaceous perennial,montane tropical,No,Yes,Data Deficient,not threatened,0.361375318
1121505-2,Acianthera bicarinata,Acianthera,1,Brazil,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.35975391
77158449-1,Acianthera gigantea,Acianthera,1,Western South America,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.529883254
614721-1,Acineta sulcata,Acineta,1,Western South America,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.479012728
615079-1,Aeranthes carnosa,Aeranthes,1,Western Indian Ocean,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.79307288
77078705-1,Anacamptis cyrenaica,Anacamptis,1,Northern Africa,herbaceous perennial,subtropical,No,Yes,Data Deficient,threatened,0.626203185
994107-1,Angraecum aloifolium,Angraecum,1,Western Indian Ocean,epiphyte,seasonally dry tropical,No,Yes,Data Deficient,threatened,0.859629151
616425-1,Angraecum spectabile,Angraecum,1,East Tropical Africa,epiphyte,seasonally dry tropical,No,Yes,Data Deficient,threatened,0.86756315
616446-1,Angraecum tenellum,Angraecum,2,Western Indian Ocean,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.30297283
616592-1,Anoectochilus koshunensis,Anoectochilus,2,Eastern Asia,herbaceous perennial,subtropical,No,Yes,Data Deficient,threatened,0.826192108
930848-1,Apostasia ramifera,Apostasia,1,China,herbaceous perennial,subtropical,No,Yes,Data Deficient,threatened,0.953430451
616855-1,Appendicula fasciculata,Appendicula,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.149547317
616918-1,Appendicula negrosiana,Appendicula,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.660586584
616939-1,Appendicula polyantha,Appendicula,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.723135294
77083913-1,Biermannia arunachalensis,Biermannia,1,Indian Subcontinent,epiphyte,subtropical,No,Yes,Data Deficient,threatened,0.575328424
33277-2,Bipinnula polysyka,Bipinnula,2,Southern South America,herbaceous perennial,subtropical,No,Yes,Data Deficient,threatened,0.585780161
617988-1,Brachycorythis wightii,Brachycorythis,1,Indian Subcontinent,herbaceous perennial,seasonally dry tropical,No,Yes,Data Deficient,threatened,0.817616496
618247-1,Bulbophyllum adangense,Bulbophyllum,1,Indo-China,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.952359564
618278-1,Bulbophyllum algidum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
618291-1,Bulbophyllum amblyacron,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
77095131-1,Bulbophyllum argoxanthum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.431060553
972158-1,Bulbophyllum artostigma,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
618360-1,Bulbophyllum aspersum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
618383-1,Bulbophyllum baculiferum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
1010137-1,Bulbophyllum blepharochilum,Bulbophyllum,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.983649946
77094785-1,Bulbophyllum brachytriche,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.869516943
960128-1,Bulbophyllum cardiophyllum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
618549-1,Bulbophyllum cavibulbum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.304010519
618573-1,Bulbophyllum chlororhopalon,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
618643-1,Bulbophyllum concavibasalis,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.426968491
77095118-1,Bulbophyllum corrugatum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.771458747
50426032-2,Bulbophyllum coweniorum,Bulbophyllum,2,Indo-China,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.970970308
992481-1,Bulbophyllum cyanotriche,Bulbophyllum,2,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.765297682
971350-1,Bulbophyllum decatriche,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.804517374
618788-1,Bulbophyllum digitatum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173509635
77109619-1,Bulbophyllum dijkstalianum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.434718104
77191998-1,Bulbophyllum excavatum,Bulbophyllum,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.853206209
618904-1,Bulbophyllum falcifolium,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
619020-1,Bulbophyllum gilgianum,Bulbophyllum,1,South Tropical Africa,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.726339803
619030-1,Bulbophyllum glaucum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
50426104-2,Bulbophyllum globulosum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
619099-1,Bulbophyllum heterorhopalon,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
619155-1,Bulbophyllum impar,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.777668588
972163-1,Bulbophyllum inciferum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
972140-1,Bulbophyllum inquirendum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
899355-1,Bulbophyllum johannuli,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.768187617
972165-1,Bulbophyllum kenae,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
619267-1,Bulbophyllum lancilabium,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.776071669
619279-1,Bulbophyllum latipes,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.304010519
972166-1,Bulbophyllum lophoton,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
619659-1,Bulbophyllum nummularia,Bulbophyllum,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.916554138
972151-1,Bulbophyllum ochthochilum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
619775-1,Bulbophyllum papillosofilum,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.722668644
899356-1,Bulbophyllum phymatum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.426968491
972171-1,Bulbophyllum plicatum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
619880-1,Bulbophyllum polliculosum,Bulbophyllum,3,Indo-China,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.887264051
60435670-2,Bulbophyllum reductum,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.868022663
620029-1,Bulbophyllum rigidifilum,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.777668588
620085-1,Bulbophyllum sangae,Bulbophyllum,1,West-Central Tropical Africa,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.655810148
972173-1,Bulbophyllum santoense,Bulbophyllum,1,Southwestern Pacific,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.717114711
620092-1,Bulbophyllum sarasinorum,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.738921394
77095119-1,Bulbophyllum schuitemanii,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.431060553
77095120-1,Bulbophyllum scorpio,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.431060553
77094786-1,Bulbophyllum spodotriche,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.869516943
620208-1,Bulbophyllum stabile,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173509635
77094787-1,Bulbophyllum stenomeris,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.869516943
620220-1,Bulbophyllum stenorhopalon,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.256391508
620241-1,Bulbophyllum subapetalum,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.173549922
972141-1,Bulbophyllum thersites,Bulbophyllum,1,Papuasia,epiphyte,wet tropical,No,Yes,Data Deficient,not threatened,0.427383414
77094788-1,Bulbophyllum xanthomelanon,Bulbophyllum,1,Malesia,epiphyte,wet tropical,No,Yes,Data Deficient,threatened,0.869516943
620753-1,Calanthe albolutea,Calanthe,3,Indo-China,herbaceous perennial,wet tropical,No,Yes,Data Deficient,not threatened,0.178263875
77112580-1,Calanthe habbemensis,Calanthe,1,Papuasia,herbaceous perennial,wet tropical,No,Yes,Data Deficient,threatened,0.471791266
